original_image_name,orig_dataset,node21_img_id
216840111366964013962490064942014119102320364_01-171-136,padchest,c2019
305496614719390922538111986411644258060_7bpgpv,padchest,c2020
298966424449629205002774207989881621675_i3wynt,padchest,c2021
00000121_000,chestxray14,c2022
1168_IM-0112-1001,openi,c2023
216840111366964013962490064942014126092343180_01-170-014,padchest,c2024
909_IM-2414-1001,openi,c2025
315077381070431132855340150070440362699_rpurvs,padchest,c2026
9246156966895173956776380752526111584_ei41gp,padchest,c2027
273657601302661438463597026291761390520_8escdu,padchest,c2028
271120376906419305808245006321025250850_g7frqk,padchest,c2030
11027799660347656141495352615867841536_t83o56,padchest,c2031
1960_IM-0627-1002001,openi,c2032
40201558112989661454624575975252234993_ykj0qp,padchest,c2033
668_IM-2242-1001,openi,c2034
00000217_000,chestxray14,c2035
00001904_000,chestxray14,c2036
00001577_004,chestxray14,c2037
3856_IM-1951-1001,openi,c2038
93530926144298519905184894412474792300_2xqiky,padchest,c2039
00001631_000,chestxray14,c2040
2015_IM-0664-2001,openi,c2041
00000242_002,chestxray14,c2042
202803916009038148685952943013527588638_at1rzi,padchest,c2044
3577_IM-1758-1001,openi,c2045
304832045137805425547660202092267240921_yc96k0,padchest,c2046
JPCNN089,jsrt,c2047
1776779531012899251153696023742095930_sfds5t,padchest,c2048
00000930_001,chestxray14,c2049
216840111366964012487858717522009243164835917_00-006-034,padchest,c2050
00000756_000,chestxray14,c2051
216840111366964013274515230432012044123656916_01-099-049,padchest,c2052
303339753280201121701216849128666574081_uq3zrr,padchest,c2053
34155505709974260716695440657243552083_qq053t,padchest,c2054
JPCNN033,jsrt,c2055
28387517755754605410664016700168547553_ui2lcv,padchest,c2056
00001079_000,chestxray14,c2057
213697806837028836092513712121546689783_kj070g,padchest,c2058
3771_IM-1890-1001,openi,c2059
00001291_000,chestxray14,c2060
00000181_000,chestxray14,c2061
60048353672809642225021973646337383150_yx2bxu,padchest,c2062
295777353563841927011505843924360157855_ig8ulb,padchest,c2063
216840111366964013340662495472012118141529240_01-107-179,padchest,c2064
00001281_000,chestxray14,c2065
216840111366964012948363412702011017115807588_00-124-186,padchest,c2066
99188125747862791862532719568424565104_ou4xof,padchest,c2067
267988963265135903345400658350506825102_pdu3mr,padchest,c2068
41766516820834402820648787046809377929_zlc1c1,padchest,c2069
00001036_000,chestxray14,c2070
263739626518592325594846502010358090773_wdo6pd,padchest,c2071
216840111366964013451228379692012268100815864_01-053-090,padchest,c2072
1799_IM-0519-1001,openi,c2073
3163_IM-1488-1001,openi,c2074
207156785900896297213199472134984092441_p5q9wr,padchest,c2075
1476_IM-0308-1001,openi,c2076
41025852279650877391739610683622140116_3muymj,padchest,c2077
00000133_001,chestxray14,c2078
226_IM-0851-1001,openi,c2079
3703_IM-1850-1001,openi,c2080
00001633_000,chestxray14,c2081
308003338499698407454129016389227279536_-hv708,padchest,c2082
3403_IM-1647-1001,openi,c2083
00001936_000,chestxray14,c2084
2251_IM-0844-1001,openi,c2085
00001889_000,chestxray14,c2088
231683219707972058734915979856316118567_dwhyft,padchest,c2089
216840111366964013076187734852011171143858780_01-022-076,padchest,c2090
216840111366964012819207061112010236133139013_02-119-102,padchest,c2091
1330_IM-0213-1001,openi,c2092
00001380_000,chestxray14,c2093
1544_IM-0354-1001,openi,c2094
3033_IM-1408-1001,openi,c2095
216840111366964013395900950222012167090008367_01-139-131,padchest,c2096
26244571749755521880111325776337650586_zofmec,padchest,c2097
00001657_000,chestxray14,c2098
220324817265973942231424838047321548227_-kd4p8,padchest,c2099
1259_IM-0175-1001,openi,c2100
242971381497588191875870200379211994817_cgasn5,padchest,c2101
8209371359568564985483226081966759997_n9a4cx,padchest,c2102
238783516153768977156231365977451890081_saos97,padchest,c2103
284976545026197627778597586615913688030_c9gu2h,padchest,c2105
54978336234695335357125832275963654328_4lwqv6,padchest,c2106
00000107_000,chestxray14,c2107
00000428_000,chestxray14,c2108
2612_IM-1103-1001,openi,c2109
52863917336388719685790911566203013345_8ctt1b,padchest,c2110
00001436_000,chestxray14,c2111
91815483074912963411621985384575850871_-ja50t,padchest,c2112
00000130_000,chestxray14,c2113
57387530597490570636835360485626509455_519o0l,padchest,c2114
00000872_000,chestxray14,c2115
00000866_000,chestxray14,c2116
18601360500622289706379792120669945126_moixrj,padchest,c2117
926511685239072925745389833685872720_gfuhf1,padchest,c2118
2395_IM-0944-1001,openi,c2119
16110145662824224732607709866846292345_oixnj5,padchest,c2120
217_IM-0786-1001,openi,c2121
316983721799861203472815594994182452357_8jywje,padchest,c2122
295205729945536633909257137478084549320_hus7do,padchest,c2123
216840111366964013686042548532013261140130917_02-018-123,padchest,c2124
216840111366964013395900950222012170142348874_01-141-097,padchest,c2125
1549_IM-0357-1001,openi,c2126
1477_IM-0309-1001,openi,c2127
37871505764721191548431190514475230216_ekw0b9,padchest,c2128
00000410_001,chestxray14,c2129
72_IM-2280-1001,openi,c2130
316577847029379377662011904492546314001_amd9pk,padchest,c2131
1141_IM-0096-1001,openi,c2132
324_IM-1534-1001,openi,c2133
84904834797523695851749181920434602573_2_h5a5o3,padchest,c2134
341_IM-1648-1001,openi,c2135
00001335_000,chestxray14,c2136
257273696639795055440516119201724869708_szlui2,padchest,c2137
00001146_000,chestxray14,c2138
00001295_000,chestxray14,c2139
00001273_000,chestxray14,c2140
00000669_000,chestxray14,c2141
00000694_000,chestxray14,c2142
1515_IM-0333-1001,openi,c2143
727_IM-2287-1001,openi,c2144
216840111366964013686042548532013291114720313_02-114-042,padchest,c2145
304915924317622679295931147228573929640_5yhm09,padchest,c2146
506_IM-2124-1001,openi,c2147
2768_IM-1212-1001,openi,c2148
80249210396296192433630402206053674563_ua9yod,padchest,c2149
543_IM-2148-1001,openi,c2150
176_IM-0496-1001,openi,c2151
00000299_000,chestxray14,c2152
203825555919118236025829153793183153865_h7pplq,padchest,c2153
2899_IM-1301-1001,openi,c2154
00000100_001,chestxray14,c2155
2609_IM-1099-3001,openi,c2156
3315_IM-1586-1001,openi,c2157
267937103716927311565249569255763962603_tkcw98,padchest,c2158
1966_IM-0629-1001,openi,c2159
00000523_000,chestxray14,c2160
00000958_000,chestxray14,c2161
00001572_000,chestxray14,c2162
2805_IM-1235-1001,openi,c2163
14213025441730774043335926626975493444-2_u7puxt,padchest,c2164
219477248360911907301703449002225886866_a00e7n,padchest,c2165
00000162_000,chestxray14,c2166
216840111366964012373310883942009154093930316_00-092-135,padchest,c2167
508_IM-2125-1001,openi,c2168
2012_IM-0662-3001,openi,c2169
527_IM-2137-1001,openi,c2170
00000454_000,chestxray14,c2172
1454_IM-0293-1001,openi,c2173
00000105_001,chestxray14,c2174
232538572936349033119391992225488992653_qlczmp,padchest,c2175
223182426517840299226527275743732068184_spng8r,padchest,c2176
314665016149185146074124026622089148696_xw6rb6,padchest,c2178
00000691_000,chestxray14,c2179
254370626006106807959494032504295648008_7d4s8l,padchest,c2180
246837259655253238064077290816224005349_480jj3,padchest,c2182
262867837294959436730787347122745723031_kskmz3,padchest,c2183
302099384217113758131207868940168411512_aenqdh,padchest,c2184
1964_IM-0629-1001,openi,c2185
34964705749258636915412314148013618671_ipj7xg,padchest,c2186
00001383_001,chestxray14,c2187
00000987_000,chestxray14,c2188
00001617_000,chestxray14,c2189
1922_IM-0598-1001,openi,c2190
216840111366964013076187734852011236093314595_00-112-178,padchest,c2191
216840111366964012768025509942010169100356614_04-007-134,padchest,c2192
24328644275141967172923307888316770966_wci6an,padchest,c2193
1410_IM-0260-1001,openi,c2194
283275515400423447713021802887190529725_oenzs2,padchest,c2196
00001141_000,chestxray14,c2197
2538_IM-1050-1001,openi,c2198
3890_IM-1973-1001,openi,c2199
00001518_000,chestxray14,c2200
3288_IM-1569-1001,openi,c2201
62702518283564287470873806897484983174_ipjf58,padchest,c2202
1264_IM-0179-1001,openi,c2203
00000360_000,chestxray14,c2204
00000940_000,chestxray14,c2205
3679_IM-1831-1001,openi,c2206
348_IM-1690-1001,openi,c2207
1615908482701287632748204382902658219_uvok9k,padchest,c2208
00000437_000,chestxray14,c2209
00000723_000,chestxray14,c2211
00001175_000,chestxray14,c2212
1049_IM-0036-1001,openi,c2213
00000657_000,chestxray14,c2214
1802_IM-0521-1001,openi,c2215
781_IM-2323-1001,openi,c2216
1827_IM-0535-1001,openi,c2217
216840111366964012948363412702011017121731784_00-125-100,padchest,c2218
216840111366964013962490064942014094161542412_01-186-072,padchest,c2219
796_IM-2332-1001,openi,c2220
00001915_000,chestxray14,c2221
00001352_000,chestxray14,c2222
216840111366964012959786098432011033141545148_00-173-195,padchest,c2223
3911975379644228521936428270682966507_gpq1cy,padchest,c2224
216840111366964013076187734852011278135039225_01-080-071,padchest,c2225
2374_IM-0935-84550001,openi,c2226
00001059_003,chestxray14,c2227
2710_IM-1177-1001,openi,c2229
2850_IM-1259-2002,openi,c2230
31957428029954865304650329294719739850_9ekdib,padchest,c2231
00001351_000,chestxray14,c2232
539_IM-2145-1001,openi,c2233
1429_IM-0275-1001,openi,c2234
3384_IM-1631-1001,openi,c2235
00000426_000,chestxray14,c2236
00001604_000,chestxray14,c2237
1997_IM-0651-1001,openi,c2238
216840111366964012819207061112010293132159028_03-184-065,padchest,c2239
00001879_001,chestxray14,c2240
00000913_000,chestxray14,c2241
2902_IM-1306-4001,openi,c2242
00000447_000,chestxray14,c2243
1681_IM-0448-1001,openi,c2244
240358338164461553332204936010508815277_rs88iv,padchest,c2245
00001559_000,chestxray14,c2246
00000600_000,chestxray14,c2247
00001467_000,chestxray14,c2248
30990488720537310825609302064365916781_ynatc6,padchest,c2249
3269_IM-1552-1001,openi,c2250
1697_IM-0458-1001,openi,c2251
206118646177654052369575016567500690075_xncxx2,padchest,c2252
00000847_000,chestxray14,c2253
00000161_000,chestxray14,c2254
00001020_000,chestxray14,c2255
3333_IM-1597-1001,openi,c2256
00000398_000,chestxray14,c2257
2786_IM-1221-1001,openi,c2258
00000527_000,chestxray14,c2259
00001716_000,chestxray14,c2260
287456232675343225280256963096630959706_ftgxze,padchest,c2261
00001019_001,chestxray14,c2262
2698_IM-1167-1001,openi,c2263
328056517961398340230550347730962430163-2_hh5x4g,padchest,c2265
216840111366964012819207061112010294135454492_03-186-145,padchest,c2266
00000931_000,chestxray14,c2267
2771_IM-1213-1001,openi,c2268
00000925_000,chestxray14,c2269
80167402201239507050746522118708237279_tyuq49,padchest,c2270
15084698247494040819737919852578012435_ds1mik,padchest,c2272
00000318_004,chestxray14,c2273
24647574443569039605734772017214351559_2kz87j,padchest,c2274
00001734_008,chestxray14,c2275
JPCNN060,jsrt,c2276
3320_IM-1588-1001,openi,c2277
216840111366964013217898866992011353133910655_01-007-181,padchest,c2278
216840111366964012558082906712009352174609050_02-125-111,padchest,c2280
00000070_000,chestxray14,c2281
00001191_000,chestxray14,c2282
228530096735734438165667208129117127269_5gz4ts,padchest,c2283
00001221_000,chestxray14,c2284
332023993522276945708687133606692982030_9x8rgx,padchest,c2285
3593_IM-1772-1001,openi,c2286
1305_IM-0199-1001,openi,c2288
00001387_000,chestxray14,c2289
00000294_001,chestxray14,c2290
19527881842653137811449196411983087976_2_5v9k38,padchest,c2291
76246672546393028586224463492033421883_yudit3,padchest,c2292
00000904_000,chestxray14,c2293
2152_IM-0772-1001,openi,c2294
231613566682567667674988982665040708004_ilk8v5,padchest,c2295
00001809_000,chestxray14,c2296
00001813_000,chestxray14,c2297
262_IM-1109-1001,openi,c2298
2081_IM-0713-1001,openi,c2299
219280922070280816288242079875917410116_wjelve,padchest,c2300
00001608_000,chestxray14,c2301
00000921_000,chestxray14,c2302
3346_IM-1604-1001,openi,c2304
94660792195347601594440202430928875203_lokqd7,padchest,c2305
00000096_008,chestxray14,c2306
304143336435229732682852809772114537911_u5czyi,padchest,c2307
257349329877148551248478400955206282387_qqqwie,padchest,c2308
233506623954258136177168751019496286188_muxzw8,padchest,c2309
200231944311470427509037953967193005127_jctxxo,padchest,c2310
315323845238232836989848189236767056049_ck1bis,padchest,c2311
00000709_003,chestxray14,c2312
216840111366964012922382741642010356143602261_04-002-117,padchest,c2313
216840111366964013307756408102012094085759265_01-110-078,padchest,c2314
216840111366964013590140476722013049130858903_02-060-147,padchest,c2315
3439_IM-1664-1001,openi,c2316
304150357392460534353158060228240196561_oj0peg,padchest,c2317
00000825_001,chestxray14,c2318
00001610_001,chestxray14,c2319
00000445_000,chestxray14,c2320
00001310_000,chestxray14,c2321
14960145707566611867450817738766153373_2_q9p9wr,padchest,c2322
00000644_000,chestxray14,c2323
2517_IM-1036-1001,openi,c2324
00001712_000,chestxray14,c2325
00000871_000,chestxray14,c2326
82090431388093551321398783174196866128_tr2g8h,padchest,c2327
2078_IM-0710-1001,openi,c2328
17091225560633137421161899217873107824_9anq3p,padchest,c2329
44569126239517145838381178913048298329_hzpc95,padchest,c2330
19633163690499225250943130502955119405_t2tpdp,padchest,c2331
2294_IM-0876-1001,openi,c2332
00000449_001,chestxray14,c2333
1322_IM-0208-3003,openi,c2336
00000457_000,chestxray14,c2337
3012_IM-1390-1001,openi,c2338
233383780572382184334665691813883544194_903s6v,padchest,c2339
186_IM-0558-1001,openi,c2341
42849482071632821258125552359542770372_1nb9zn,padchest,c2342
216840111366964013530061063072012325173038744_01-152-021,padchest,c2343
291396138680090706188317770171789693790_py2ogj,padchest,c2344
207_IM-0703-1001,openi,c2345
00001514_000,chestxray14,c2346
328495479028383596533569044744037544509_dap5lb,padchest,c2347
3239_IM-1534-1001,openi,c2348
00001047_000,chestxray14,c2349
492_IM-2112-2002,openi,c2350
2157_IM-0775-1001,openi,c2351
216840111366964013274515230432012044115457660_01-101-110,padchest,c2352
267840824584418099589894780320447776361_2_1vgmyq,padchest,c2353
216840111366964012487858717522009275131814991_00-075-071,padchest,c2354
216840111366964013590140476722013056120601275_02-059-145,padchest,c2355
00000851_000,chestxray14,c2356
00000881_000,chestxray14,c2358
328035684426285079878109727206755394568_yazozm,padchest,c2359
2269_IM-0858-1001,openi,c2360
00000172_000,chestxray14,c2361
267208888594192494442450020735648694072_sjdsjl,padchest,c2362
54218001614466715422708396856641910668_cikdmf,padchest,c2363
00001131_000,chestxray14,c2364
234116416537034679287487021812511586489_j2kfaf,padchest,c2365
00000174_000,chestxray14,c2366
87868700185843826686309805069732371582_bt49pt,padchest,c2367
27527938674702160894248198176600250672_b3asys,padchest,c2368
258116066001685274750833454900065166511_d3nq0x,padchest,c2369
00000705_000,chestxray14,c2370
212846840264305466628793488313595881431_gw0cbx,padchest,c2371
1055_IM-0040-1001,openi,c2372
00001822_000,chestxray14,c2373
00000621_006,chestxray14,c2374
216840111366964012373310883942009089155627615_00-066-062,padchest,c2375
3279_IM-1560-1001,openi,c2376
2236_IM-0833-1001,openi,c2377
53271040340917494534931731766099840496_bzweu7,padchest,c2378
3827_IM-1932-1001,openi,c2379
00000732_003,chestxray14,c2380
39124623165811711364034994599424373492_ke9z3x,padchest,c2382
00000561_002,chestxray14,c2383
748_IM-2302-1001,openi,c2384
2539_IM-1050-1001,openi,c2385
30417792092053170589867008849778809477-2_uiwj4q,padchest,c2386
3582_IM-1761-1001,openi,c2387
00001096_000,chestxray14,c2388
216840111366964012487858717522009238104813653_00-004-169,padchest,c2389
196351161286669626505532017366366132046_9tae8k,padchest,c2390
229831763088897874160999758501066239535_igjc5n,padchest,c2391
80192588987930783183435433318797862339_jig90t,padchest,c2392
1518_IM-0335-1003,openi,c2393
00001323_000,chestxray14,c2394
216840111366964013076187734852011298111915359_00-199-093,padchest,c2395
00001081_000,chestxray14,c2396
55202529422676382013636576977672108263_3su0oo,padchest,c2397
962_IM-2453-1002001,openi,c2398
207975276467203295208015264498546382539_c1wl96,padchest,c2399
00001155_000,chestxray14,c2400
00000381_004,chestxray14,c2401
00000456_000,chestxray14,c2402
00000583_001,chestxray14,c2403
205745246268239789402458272119645933709_aw60jk,padchest,c2404
869_IM-2389-2001,openi,c2405
1314_IM-0204-1001,openi,c2406
00000455_000,chestxray14,c2407
00001364_001,chestxray14,c2408
1009_IM-0010-1001,openi,c2409
00000035_000,chestxray14,c2410
00000813_001,chestxray14,c2411
196_IM-0626-1001,openi,c2412
00001134_000,chestxray14,c2413
00001424_000,chestxray14,c2414
00001864_000,chestxray14,c2415
00000747_000,chestxray14,c2416
00001312_000,chestxray14,c2417
233870006284953785247313127940550356145_ri9ah5,padchest,c2418
00001304_002,chestxray14,c2419
00001842_000,chestxray14,c2420
2339_IM-0905-1001,openi,c2421
89135767289800763526891535832874263112_j11bkl,padchest,c2423
00001182_000,chestxray14,c2424
314449096466939788512198379542545515234_h4il6f,padchest,c2425
00000430_000,chestxray14,c2426
00000681_000,chestxray14,c2427
00001434_000,chestxray14,c2428
560_IM-2161-1001,openi,c2429
216840111366964013686042548532013149140431274_02-040-091,padchest,c2430
00000474_000,chestxray14,c2431
1163_IM-0108-1001,openi,c2432
216840111366964012989926673512011067161322837_00-159-125,padchest,c2433
216840111366964012959786098432011052192023696_00-159-063,padchest,c2434
251853005497393267789439490808579321416_vkgbiq,padchest,c2435
3361_IM-1614-1001,openi,c2436
92923775815769424604906282529065280195_p7tvqz,padchest,c2437
28950892176026693270944022689943445096_3wf0gb,padchest,c2438
49840965849942365630847506345462311773_3cj4ho,padchest,c2439
2880_IM-1284-1001,openi,c2440
00001263_000,chestxray14,c2441
20170961448376785853906939673919150231_uyrsfx,padchest,c2442
238050744232683277613672872377471868365_x51v9t,padchest,c2443
208704848131242209129044701431521297459_w1jsml,padchest,c2444
421_IM-2064-1001,openi,c2445
2651_IM-1136-1001,openi,c2446
00001091_000,chestxray14,c2447
618_IM-2201-1001,openi,c2448
1953_IM-0621-1001,openi,c2449
00001860_000,chestxray14,c2450
477_IM-2101-1001,openi,c2451
224097068466693723717061613676543391043_6bulpy,padchest,c2452
3809_IM-1919-1002001,openi,c2453
3692_IM-1843-1001,openi,c2454
3779_IM-1894-1001,openi,c2455
00001239_000,chestxray14,c2456
312215519729235945718701208068904752800_kh0jep,padchest,c2457
911_IM-2417-1001,openi,c2458
1788_IM-0513-1001,openi,c2459
77914334473380412364913757909337796966_x0exbf,padchest,c2460
00000900_000,chestxray14,c2461
142_IM-0267-1001,openi,c2462
270109183601633471032764074750044006300_wtdu8g,padchest,c2463
1726_IM-0479-1001,openi,c2464
3098_IM-1450-1001,openi,c2465
51824798486222963255810698003413718214_hybvm4,padchest,c2466
216840111366964012989926673512011132095139588_00-156-016,padchest,c2467
00000829_000,chestxray14,c2468
230862884420579804200657465601538752824_6s5jlf,padchest,c2469
216840111366964013274515230432012031105623616_01-095-111,padchest,c2470
00000555_000,chestxray14,c2471
338_IM-1628-1001,openi,c2472
928_IM-2426-1001,openi,c2473
3185_IM-1503-1001,openi,c2474
224175032913934883700956099822267427560_drknj6,padchest,c2475
246592919452348904526710859833734395856_vi8s2k,padchest,c2476
3330_IM-1594-1001,openi,c2477
3139_IM-1476-1001,openi,c2478
2068_IM-0701-1001,openi,c2479
00000863_000,chestxray14,c2480
3823_IM-1930-1001,openi,c2481
448_IM-2080-1001,openi,c2482
14448336620251461629516495741131607789_xqdrxo,padchest,c2483
274041621793499974759809876232630700086_s7nb4i,padchest,c2484
419_IM-2062-1001,openi,c2485
1533_IM-0344-1001,openi,c2486
263832915496806852101858707842851898701_tz9qja,padchest,c2487
00001338_000,chestxray14,c2488
241683909053569081351482055130436820161_cgwvts,padchest,c2489
23278915032855484007699627888671406967_wpgn5z,padchest,c2490
136_IM-0233-1001,openi,c2491
3392_IM-1637-1001,openi,c2492
00000676_001,chestxray14,c2493
16506594310152250606114707036608886442_m9la8g,padchest,c2494
3619_IM-1791-1001,openi,c2495
270_IM-1168-1001,openi,c2496
2788_IM-1222-1001,openi,c2497
1151_IM-0102-1001,openi,c2498
2625_IM-1112-0001-0002,openi,c2499
00001500_000,chestxray14,c2500
9874861758462925330256955741910449272_ldhmsm,padchest,c2501
34630283219003543150602050968654869981_ulmtzl,padchest,c2502
216840111366964013686042548532013135133228150_02-035-037,padchest,c2503
00001614_000,chestxray14,c2504
00000975_000,chestxray14,c2505
15107049645809511679288048809187546101_pmudt6,padchest,c2506
00000822_000,chestxray14,c2507
00000970_000,chestxray14,c2508
00001562_000,chestxray14,c2509
00001693_000,chestxray14,c2510
3258_IM-1544-1001,openi,c2511
223584459347980662430150307015889209520_3lg7hc,padchest,c2512
00001932_000,chestxray14,c2513
00000429_000,chestxray14,c2514
JPCNN052,jsrt,c2515
317565431764667881172556477742551713192_q0o1ca,padchest,c2516
00001021_001,chestxray14,c2517
195154644799465086660634746508984692218_toxba2,padchest,c2518
2277_IM-0864-1001,openi,c2519
708_IM-2271-1001,openi,c2520
888_IM-2401-1001,openi,c2521
19041234385110619610182270351825296717_guo5bn,padchest,c2522
00001881_000,chestxray14,c2523
254790556871260957156306779515093094163_txj5ol,padchest,c2524
00001222_004,chestxray14,c2525
255382349430812131213346302695382137812_i21lnn,padchest,c2526
00001038_000,chestxray14,c2527
216840111366964013686042548532013275132541161_02-083-134,padchest,c2528
23_IM-0879-1001,openi,c2529
1409_IM-0260-1001,openi,c2530
532_IM-2140-1001,openi,c2531
00001350_000,chestxray14,c2532
216840111366964012487858717522009236120904902_00-000-135,padchest,c2533
00000746_000,chestxray14,c2534
00000976_000,chestxray14,c2535
00001536_000,chestxray14,c2536
3443_IM-1667-1001,openi,c2537
1655_IM-0431-1001,openi,c2538
00001522_000,chestxray14,c2539
2781_IM-1219-1001,openi,c2540
1594_IM-0385-1001,openi,c2541
1659_IM-0434-1001,openi,c2542
3265_IM-1551-1001,openi,c2543
2563_IM-1066-1001,openi,c2544
00001733_000,chestxray14,c2545
265767708505416563059027799932479206802_purml1,padchest,c2546
642_IM-2221-0001-0001,openi,c2547
JPCNN074,jsrt,c2548
3433_IM-1662-1001,openi,c2549
216840111366964013686042548532013156103320839_02-097-014,padchest,c2550
00001125_001,chestxray14,c2551
12752243479320241659319_01-028-055,padchest,c2552
162_IM-0401-1001,openi,c2553
3147_IM-1480-1001,openi,c2554
00001482_000,chestxray14,c2555
216840111366964013829543166512013310131103630_02-112-003,padchest,c2556
00000760_000,chestxray14,c2557
00000472_000,chestxray14,c2558
2244_IM-0841-2002,openi,c2559
865_IM-2385-1001,openi,c2560
320_IM-1511-1001,openi,c2561
00001647_000,chestxray14,c2562
42532905691772565136947674464777958595_ps40s2,padchest,c2563
00001677_000,chestxray14,c2564
216840111366964013590140476722013049113015823_02-062-122,padchest,c2565
1778_IM-0509-1001,openi,c2566
1211_IM-0142-1001,openi,c2567
2423_IM-0965-1001,openi,c2568
2332_IM-0900-1001,openi,c2569
00000973_000,chestxray14,c2570
2487_IM-1014-1001,openi,c2571
2926_IM-1328-1001,openi,c2572
216840111366964012373310883942009203112636710_00-030-168,padchest,c2573
253676719557337811446957461342710877573_il03lk,padchest,c2574
3045_IM-1418-1001,openi,c2575
235864144850808996423882546064944133760_sjokci,padchest,c2576
00000126_000,chestxray14,c2577
00000843_000,chestxray14,c2578
316487933899836980515723069532430938491_jsr618,padchest,c2579
289663378285562913890277074034035305571_l1m34b,padchest,c2580
00000700_001,chestxray14,c2581
3528_IM-1725-2002,openi,c2582
224_IM-0837-1001,openi,c2583
00001166_001,chestxray14,c2584
210513465406883896199327187183550772157_sq50ms,padchest,c2585
00001407_000,chestxray14,c2586
283_IM-1248-1001,openi,c2587
216840111366964013686042548532013240100448612_02-001-161,padchest,c2588
2699_IM-1167-1001,openi,c2589
503_IM-2121-1001,openi,c2590
327036094760806297106265325892247564947_mbsw10,padchest,c2591
225_IM-0844-1001,openi,c2592
242018997358660672457160416717158299495_7fe5sb,padchest,c2593
00000514_000,chestxray14,c2594
14395413520360538946885944179098868800_yzqb1j,padchest,c2595
00000050_002,chestxray14,c2596
301652727949758432362263251533518393178_18hg3x,padchest,c2597
270447654112915816721866061896165046340_asbtf9,padchest,c2598
3976_IM-2035-1001,openi,c2599
216840111366964012819207061112010228114055079_03-125-155,padchest,c2600
229663614860925451530115344171456895761_vaflx2,padchest,c2601
1438_IM-0282-1002,openi,c2602
00001701_002,chestxray14,c2603
00000068_000,chestxray14,c2604
30067639203055464624370133611984650879_xdfn0t,padchest,c2605
00000545_002,chestxray14,c2606
216840111366964013217898866992011333083021034_01-004-043,padchest,c2607
00000037_000,chestxray14,c2608
1138_IM-0094-1001,openi,c2609
216840111366964013307756408102012068080349374_01-081-088,padchest,c2610
1010_IM-0012-1001,openi,c2611
00001787_015,chestxray14,c2612
32078055345180912106051534833637957932_fkcmpo,padchest,c2613
00000684_000,chestxray14,c2614
00001624_000,chestxray14,c2615
00001750_000,chestxray14,c2616
290280981040420707996231742260283051764_iy2f15,padchest,c2617
195000048148503616441165598608834106728_kt3z4e,padchest,c2618
276730315398042884655755727752304824321_m0a00i,padchest,c2619
224311383274162724816772150906239604059_f4ao17,padchest,c2620
JPCNN003,jsrt,c2621
2792_IM-1226-1001,openi,c2622
224802300083535954838948899260809045077_uxxmy5,padchest,c2623
360_IM-1776-1001,openi,c2624
3301_IM-1579-1001,openi,c2625
216840111366964013076187734852011188135135725_00-140-120,padchest,c2626
3778_IM-1894-1001,openi,c2627
1280_IM-0187-1001,openi,c2628
239154321064301323585653073695190921845_6uxn5w,padchest,c2629
00001549_022,chestxray14,c2630
3341_IM-1602-1001,openi,c2631
2797_IM-1229-1001,openi,c2632
3962_IM-2027-1001,openi,c2633
00001703_000,chestxray14,c2634
00000505_000,chestxray14,c2635
2324_IM-0895-1001,openi,c2636
3483_IM-1692-1001,openi,c2637
JPCNN057,jsrt,c2638
00001242_000,chestxray14,c2639
00001062_000,chestxray14,c2640
324541514510000234910924791881662822244_xvikm8,padchest,c2641
00001679_000,chestxray14,c2642
00001193_000,chestxray14,c2643
844_IM-2367-1001,openi,c2644
2090_IM-0722-1001,openi,c2645
00000918_000,chestxray14,c2646
00001661_000,chestxray14,c2647
00000511_000,chestxray14,c2648
JPCNN037,jsrt,c2649
3263_IM-1549-1001,openi,c2650
248662338763258619146426766261433049318_6oiqli,padchest,c2651
291_IM-1313-1001,openi,c2652
JPCNN049,jsrt,c2653
00000422_001,chestxray14,c2654
3247_IM-1538-1001,openi,c2655
213442193440055537934466370766726135675_mc70qi,padchest,c2656
00000470_000,chestxray14,c2657
37046498438838746775507266656860766471_rt69x0,padchest,c2658
00000885_000,chestxray14,c2659
00001159_000,chestxray14,c2660
00001296_000,chestxray14,c2661
313281865986806378112149043212307490999_a4prbc,padchest,c2662
00001448_000,chestxray14,c2663
00000477_000,chestxray14,c2665
00001133_000,chestxray14,c2666
20164338045323573130241780542819136426_yoe26o,padchest,c2667
34190375058320418686442955690648674474_yz0ser,padchest,c2668
3535_IM-1728-0001-0002,openi,c2669
429_IM-2070-1001,openi,c2670
3460_IM-1681-1001,openi,c2671
00001282_000,chestxray14,c2672
226848197450759718942514539557364926794_mbi8qa,padchest,c2673
00001520_001,chestxray14,c2674
2308_IM-0883-3001,openi,c2675
42203490673044231509017899571234170831_4vnmws,padchest,c2676
238285621348398466668514178112618553012_a7k6dv,padchest,c2677
00001831_001,chestxray14,c2678
3903_IM-1982-1001,openi,c2679
1657_IM-0432-2002,openi,c2680
00000104_001,chestxray14,c2681
690_IM-2258-1001,openi,c2682
216840111366964012558082906712010032134611526_03-166-183,padchest,c2683
1359_IM-0233-1001,openi,c2684
216840111366964012904401302362010343150822498_03-198-126,padchest,c2685
57107989388586380958256792061028013789_urw452,padchest,c2686
290519132134937386484097873819976062806_tkb7z5,padchest,c2687
00000623_004,chestxray14,c2688
280089304955696333242372456256253125093_f5pz2w,padchest,c2689
00000274_001,chestxray14,c2690
258014214579620862875247378508595221538_xzp482,padchest,c2692
15257471714388675949620391557999378309_vyin8e,padchest,c2693
JPCNN013,jsrt,c2694
